солнечные станции,210,26,31,1,"Video preview, Thumbnail, related_search, Sitelinks",https://220volt.com.ua/solnechnaya-energetika/solnechnye-elektrostantsii.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
генераторы для котлов,210,9,31,1,"also_asks, related_search, Video preview, Sitelinks",https://220volt.com.ua/generatory/optimal_gen_kotla/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ибп 500 вт,170,12,25,1,"also_asks, Thumbnail, Sitelinks",https://220volt.com.ua/istochniki-besperebojnogo-pitaniya/fullpower_ibp_do-500/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
самовсасывающий насос,170,3,25,1,"related_search, Thumbnail, also_asks, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/nasos/nasosi-dlya-vodosnabzheniya/tsentrobezhnie/tipvsas_samovsasivayushchie/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
трехфазный инвертор,170,4,25,1,"Thumbnail, related_search, also_asks, Sitelinks",https://220volt.com.ua/inverter/faznost_invert_trexfaznyi;op_reshenie_solnecnye-invertory/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
стабилизатор в розетку,170,15,25,1,"also_asks, Thumbnail, related_search, Sitelinks",https://220volt.com.ua/stabilizator/sposob_podklucheniya_stab_vilka-16-a/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
220 вольт магазин,170,21,25,1,"Local pack, related_search, Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
гибридный инвертор 3 фазы,170,9,25,1,"also_asks, Thumbnail, related_search, Sitelinks",https://220volt.com.ua/inverter/faznost_invert_trexfaznyi;op_reshenie_solnecnye-invertory/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
генераторы с чистой синусоидой,170,5,25,1,"related_search, also_asks, Sitelinks",https://220volt.com.ua/generatory/osnaschenie_generatora_s-pravilnoj-sinusoidoj/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ибп 500 ватт,170,12,25,1,"also_asks, Thumbnail, Sitelinks",https://220volt.com.ua/istochniki-besperebojnogo-pitaniya/fullpower_ibp_do-500/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
дбж 500 вт,170,3,25,1,"Thumbnail, Sitelinks",https://220volt.com.ua/ua/istochniki-besperebojnogo-pitaniya/fullpower_ibp_do-500/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
стабілізатор напруги 1 квт,170,3,25,1,"related_search, also_asks, Sitelinks",https://220volt.com.ua/ua/stabilizator/moshnost_stab_block_1/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
сонячні панелі 400 вт,170,4,25,1,"related_search, Sitelinks",https://220volt.com.ua/ua/solnechnaya-energetika/solnechnye-paneli-batarei/moshn_fot_mod_400/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
купить генераторы в украине,170,56,25,1,"Local pack, related_search, Sitelinks",https://220volt.com.ua/generatory.htm,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
аккумулятор 6в,170,15,25,1,"related_search, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/ua/akkumulatornie-batarei/napryagenie_batarei_block_6/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
авр для генератора 220 вольт,170,21,25,1,"also_asks, related_search, Thumbnail, Sitelinks",https://220volt.com.ua/avtomaticheskij-zapusk-generatora.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
портативные генераторы,170,8,25,1,"Thumbnail, also_asks, Sitelinks",https://220volt.com.ua/generatory/tip_ustanovki_portativnie/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fronius inverter,170,4,25,1,"related_search, Thumbnail, Sitelinks",https://220volt.com.ua/ua/inverter/fronius/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
бесперебойник 500 вт,170,12,25,1,"also_asks, Thumbnail, Sitelinks",https://220volt.com.ua/istochniki-besperebojnogo-pitaniya/fullpower_ibp_do-500/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
авр на генератор,170,7,25,1,"related_search, AI Overview, also_asks, Video preview, Thumbnail, Sitelinks, snip_url_in_aio, snip_fqdn_in_aio",https://220volt.com.ua/ua/avtomaticheskij-zapusk-generatora.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
сонячна електростанція 3 квт ціна,170,14,25,1,"also_asks, AI Overview, related_search, Sitelinks, snip_url_in_aio, snip_fqdn_in_aio",https://220volt.com.ua/ua/solnechnaya-energetika/solnechnye-elektrostantsii/moshnost_set_stanc__3/,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
источник бесперебойного питания 500вт,170,2,25,1,"Thumbnail, Sitelinks",https://220volt.com.ua/istochniki-besperebojnogo-pitaniya/fullpower_ibp_do-500/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
авр схема,170,4,25,1,"Video preview, a_box_fsnippet, also_asks, AI Overview, Thumbnail, related_search, Sitelinks, snip_featured, snip_image_thumbnail, snip_url_in_aio, snip_fqdn_in_aio",https://220volt.com.ua/news/parametri-elektroseti-pod-polnim-kontrolem-shema-avr-na-kontaktorah/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
інвертор huawei,170,4,25,1,"Video preview, related_search, Sitelinks",https://220volt.com.ua/ua/inverter/huawei/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
forte генераторы,170,13,25,1,"related_search, Sitelinks",https://220volt.com.ua/generatory/forte/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ввод резерва однофазный,140,10,20,1,"Thumbnail, Sitelinks",https://220volt.com.ua/avtomaticheskij-zapusk-generatora/faznost_seti_odnofaznaya/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
мини электростанция,140,22,20,1,"also_asks, Thumbnail, Video preview, related_search, Sitelinks",https://220volt.com.ua/portativnye-zaryadnye-stantsii/portativnye-elektrostantsii.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
схемы стабилизаторов напряжения 220 вольт,140,4,20,1,"Video preview, Thumbnail, related_search, also_asks, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/news/osnovnie-nyuansi-ustanovki-i-shemi-podklyucheniya-stabilizatora-napryazheniya/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
бесшумный генератор,140,17,20,1,"Thumbnail, also_asks, Video preview, Sitelinks",https://220volt.com.ua/generatory/ispolnenie_generatora_v-shumopogloshchayushchem-korpuse/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
генератор для котла,140,3,20,1,"also_asks, related_search, Thumbnail, Sitelinks",https://220volt.com.ua/generatory/optimal_gen_kotla/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
сонячна електростанція 3 квт під ключ ціна,140,13,20,1,"also_asks, related_search, Sitelinks",https://220volt.com.ua/ua/solnechnaya-energetika/solnechnye-elektrostantsii/moshnost_set_stanc__3/,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
переносные эл станции,140,23,20,1,"Thumbnail, related_search, also_asks, Sitelinks",https://220volt.com.ua/portativnye-zaryadnye-stantsii/portativnye-elektrostantsii.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
реле напруги hager,140,3,20,1,"Thumbnail, related_search, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/rele-tajmeri-fotokontrolleri/rele/rele_kontrolya_napryajeniya/hager/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
генераторы forte,140,11,20,1,"related_search, Sitelinks",https://220volt.com.ua/generatory/forte/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
портативный генератор,140,8,20,1,"also_asks, related_search, Thumbnail, Sitelinks",https://220volt.com.ua/generatory/tip_ustanovki_portativnie/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
